,location,beds,size_sqft,bath,balcony,price
12288,Attibele,2 BHK,656.0,2.0,1.0,25000.0
12289,Kaggadasapura,2 BHK,1105.0,2.0,1.0,39500.0
12290,Whitefield,2 BHK,1220.0,2.0,1.0,55000.0
12291,Hoodi,3 BHK,1400.0,3.0,2.0,74000.0
12292,Bhuvaneswari Nagar,4 BHK,2400.0,3.0,0.0,185000.0
12293,Anandapura,3 BHK,850.0,3.0,0.0,63000.0
12294,Uttarahalli,2 BHK,1000.0,2.0,1.0,35000.0
12295,Bannerghatta Road,3 BHK,1660.0,3.0,3.0,80000.0
12296,Uttarahalli,3 BHK,1330.0,2.0,1.0,57000.0
12297,Old Madras Road,2 BHK,1165.0,2.0,1.0,52000.0
12298,Budigere,2 BHK,1153.0,2.0,2.0,56000.0
12299,Bannerghatta Road,2 BHK,1270.0,2.0,2.0,45000.0
12300,2nd Phase JP Nagar,2 BHK,1070.0,2.0,2.0,38000.0
12301,RWF West Colony,3 BHK,1427.0,2.0,,85000.0
12302,Banashankari Stage III,3 BHK,1420.0,2.0,2.0,95000.0
12303,Kothanur,4 BHK,1600.0,5.0,0.0,130000.0
12304,Langford Town,2 BHK,2031.0,2.0,2.0,200000.0
12305,Bellandur,2 BHK,1454.0,2.0,1.0,90000.0
12306,Whitefield,2 BHK,1116.0,2.0,3.0,48760.0
12307,Maruthi Sevanagar,4 BHK,2000.0,3.0,1.0,180000.0
12308,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,74030.0
12309,Hessarghatta,2 BHK,1062.0,2.0,1.0,50000.0
12310, Mysore Highway,1 BHK,700.0,1.0,1.0,25500.0
12311,JP Nagar,2 BHK,1405.0,2.0,1.0,99000.0
12312,Doddathoguru,2 BHK,1100.0,2.0,2.0,50000.0
12313,Chikka Tirupathi,3 BHK,2153.0,4.0,3.0,120000.0
12314,Kammagondahalli,3 BHK,1200.0,3.0,2.0,120000.0
12315,Ulsoor,3 BHK,2135.0,3.0,2.0,170000.0
12316,Uttarahalli,2 BHK,1125.0,2.0,1.0,47000.0
12317,2nd Phase Judicial Layout,3 BHK,1350.0,2.0,2.0,47250.0
12318,Pai Layout,2 BHK,1068.0,2.0,3.0,48000.0
12319,Doddathoguru,2 BHK,940.0,2.0,1.0,32900.0
12320,Hosa Road,2 BHK,1063.0,2.0,1.0,32790.0
12321,Brookefield,2 BHK,1382.0,2.0,2.0,84500.0
12322,Harlur,2 BHK,936.0,2.0,1.0,45000.0
12323,KR Puram,3 BHK,1400.0,2.0,3.0,60000.0
12324,Sarjapur  Road,1 BHK,475.0,1.0,1.0,26000.0
12325,LIC Colony,2 BHK,1200.0,2.0,1.0,115000.0
12326,Glass Factory Layout,3 BHK,1450.0,3.0,3.0,65000.0
12327,Kudlu,2 BHK,1162.0,2.0,1.0,52000.0
12328,Hosa Road,2 BHK,1161.0,2.0,1.0,48750.0
12329,Green Glen Layout,3 BHK,1623.29,2.0,2.0,105000.0
12330,Brookefield,2 BHK,1260.0,2.0,1.0,70000.0
12331,Billekahalli,4 BHK,1672.0,3.0,2.0,190000.0
12332,Seegehalli,3 BHK,3000.0,4.0,2.0,240000.0
12333,Murugeshpalya,3 BHK,1500.0,2.0,0.0,70000.0
12334,Budigere,1 BHK,705.0,1.0,0.0,34545.0
12335,Gaurava Nagar,5 BHK,1650.0,6.0,,200000.0
12336,Dollars Colony,3 BHK,2000.0,3.0,3.0,200000.0
12337,Thyagaraja Nagar,1 BHK,1675.0,1.0,0.0,241000.0
12338,Electronic City,3 BHK,1200.0,3.0,2.0,150000.0
12339,Nagarbhavi,2 BHK,1100.0,2.0,2.0,46200.0
12340,Whitefield,3 BHK,1400.0,2.0,3.0,56000.0
12341,Ramagondanahalli,3 BHK,2257.0,3.0,2.0,155000.0
12342,Budigere,2 BHK,1153.0,2.0,2.0,56500.0
12343,Sarjapur  Road,2 BHK,1197.0,2.0,1.0,56860.0
12344,Siddapura,2 BHK,1150.0,2.0,2.0,90000.0
12345,Akshayanagara East,1 BHK,595.0,1.0,1.0,40000.0
12346,Hoodi,3 BHK,1837.0,3.0,1.0,110000.0
12347,Kumbalgodu,4 BHK,3750.0,4.0,,190000.0
12348,Bellandur,3 BHK,1830.0,3.0,3.0,91860.0
12349,Green Glen Layout,3 BHK,1715.0,3.0,3.0,115000.0
12350,Electronic City,2 BHK,970.0,2.0,1.0,35000.0
12351,Hebbal Kempapura,4 BHK,1200.0,3.0,2.0,148000.0
12352,NRI Layout,4 BHK,2700.0,5.0,1.0,95750.0
12353,Siddapura,3 BHK,5480.0,4.0,2.0,400000.0
12354,Vidyaranyapura,4 BHK,2400.0,5.0,1.0,135000.0
12355,Sarjapur  Road,4 BHK,3040.0,4.0,2.0,135000.0
12356,Raja Rajeshwari Nagar,2 BHK,1168.0,2.0,1.0,66000.0
12357,Begur Road,2 BHK,1160.0,2.0,2.0,36540.0
12358,Mallappa Layout,3 BHK,1500.0,3.0,2.0,75000.0
12359,Kumaraswami Layout,2 BHK,600.0,2.0,1.0,72000.0
12360,5th Phase JP Nagar,8 BHK,1200.0,7.0,3.0,250000.0
12361,ITPL,2 BHK,850.0,2.0,1.0,25400.0
12362,Ramamurthy Nagar,2 BHK,935.0,2.0,2.0,39000.0
12363,Ullal Road,5 BHK,1200.0,5.0,1.0,235000.0
12364,Doddaballapur,1 BHK,654.0,1.0,1.0,49000.0
12365,Domlur,3 BHK,1650.0,3.0,1.0,180000.0
12366,Dodsworth Layout,3 BHK,5656.0,5.0,0.0,499000.0
12367,Vinayak Nagar,2 BHK,1300.0,2.0,1.0,33000.0
12368,Kaggalipura,2 BHK,950.0,2.0,1.0,60000.0
12369,Silk Board,3 BHK,1250.0,3.0,2.0,54000.0
12370,Doddakallasandra,2 BHK,1072.0,2.0,1.0,42870.0
12371,Ankappa Layout,3 BHK,1425.0,2.0,2.0,65000.0
12372,Uttarahalli,2 BHK,1165.0,1.0,0.0,42090.0
12373,Kathriguppe,3 BHK,1390.0,2.0,2.0,69490.0
12374,Kalena Agrahara,3 BHK,1510.0,3.0,2.0,78000.0
12375,Thanisandra,2 BHK,1305.0,2.0,2.0,90000.0
12376,Vidyaranyapura,6 BHK,1200.0,6.0,2.0,170000.0
12377,Kodigehaali,2 BHK,866.0,2.0,2.0,32000.0
12378,Hulimavu,2 BHK,1231.0,2.0,1.0,84500.0
12379,Sompura,3 BHK,1360.0,2.0,3.0,45000.0
12380,Yeshwanthpur,3 BHK,2500.0,3.0,3.0,138000.0
12381,Whitefield,2 BHK,1140.0,2.0,3.0,55000.0
12382,Kanakpura Road,1 BHK,525.0,1.0,1.0,30000.0
12383,Whitefield,2 BHK,1295.0,2.0,1.0,64500.0
12384,Hormavu,2 BHK,1020.0,2.0,2.0,45750.0
12385,Old Airport Road,4 BHK,3504.0,4.0,,262000.0
12386,Sidedahalli,2 BHK,1200.0,1.0,0.0,50000.0
12387,Vidyaranyapura,2 BHK,1100.0,2.0,1.0,41000.0
12388,Bannerghatta Road,4 BHK,4723.0,4.0,3.0,500000.0
12389,Kothannur,2 BHK,820.0,2.0,2.0,37000.0
12390,Sarjapur,4 BHK,3508.0,4.0,1.0,386000.0
12391,Versova Layout,4 BHK,3700.0,4.0,2.0,400000.0
12392,Kalena Agrahara,2 BHK,1354.0,2.0,2.0,70000.0
12393,Basavangudi,4 BHK,2453.0,3.0,2.0,250000.0
12394,Garudachar Palya,2 BHK,1154.0,2.0,1.0,51800.0
12395,7th Phase JP Nagar,3 BHK,1680.0,2.0,3.0,92000.0
12396,Electronics City Phase 1,2 BHK,1205.0,2.0,2.0,60000.0
12397,Raja Rajeshwari Nagar,3 BHK,1400.0,2.0,2.0,86000.0
12398,Doopanahalli,3 BHK,1625.0,3.0,1.0,150000.0
12399,Electronic City,3 BHK,1500.0,3.0,1.0,73000.0
12400,Bannerghatta Road,3 BHK,1520.0,2.0,3.0,80000.0
12401,3rd Stage Raja Rajeshwari Nagar,2 BHK,1300.0,3.0,1.0,65000.0
12402,Manayata Tech Park,2 BHK,1150.0,2.0,2.0,47000.0
12403,Kadugodi,3 BHK,1762.0,3.0,3.0,109000.0
12404,Budigere,2 BHK,1153.0,2.0,2.0,58000.0
12405,Yelahanka,4 BHK,2650.0,4.0,1.0,223000.0
12406,Sompura,3 BHK,1350.0,2.0,2.0,47000.0
12407,Billekahalli,2 BHK,950.0,2.0,2.0,56000.0
12408,Jakkur,3 BHK,3295.0,3.0,3.0,310000.0
12409,Coconut Grove Layout,3 BHK,1515.0,3.0,3.0,80500.0
12410,Neeladri Nagar,2 BHK,1100.0,2.0,2.0,30000.0
12411,Byrasandra,2 BHK,1250.0,2.0,2.0,65000.0
12412,HBR Layout,2 BHK,1200.0,2.0,0.0,120000.0
12413,5th Phase JP Nagar,7 BHK,2500.0,8.0,3.0,95000.0
12414,Hoskote,4 BHK,1200.0,4.0,2.0,100000.0
12415,Yelahanka,3 BHK,1355.0,2.0,2.0,51500.0
12416,Dominic Layout,3 BHK,1115.0,3.0,1.0,39140.0
12417,8th Phase JP Nagar,3 BHK,1275.0,3.0,2.0,45000.0
12418,Padmanabhanagar,3 BHK,2051.0,3.0,2.0,170000.0
12419,BTM Layout,3 BHK,1470.0,2.0,2.0,99000.0
12420,Silver Springs Layout,3 BHK,1550.0,2.0,3.0,70000.0
12421,Bannerghatta Road,3 BHK,1270.0,2.0,1.0,73000.0
12422,Bhoganhalli,4 BHK,2119.0,4.0,2.0,111000.0
12423,Hebbal Kempapura,3 BHK,1600.0,3.0,3.0,170000.0
12424,Kudlu Gate,3 BHK,1320.0,2.0,2.0,50000.0
12425,Gopalkrishna Nagar,3 BHK,2505.0,3.0,,165000.0
12426,Tejaswini Nagar,3 BHK,1410.0,2.0,1.0,54000.0
12427,Whitefield,2 BHK,1200.0,2.0,3.0,70000.0
12428,Chennammana Kere,3 BHK,1705.0,2.0,1.0,86960.0
12429,Electronic City,2 BHK,995.0,2.0,1.0,48000.0
12430,Horamavu Banaswadi,2 BHK,1081.0,2.0,1.0,52000.0
12431,Parappana Agrahara,2 BHK,1194.0,2.0,2.0,46000.0
12432,Sonnenahalli,1 BHK,605.0,1.0,1.0,30240.0
12433,Yelahanka,1 BHK,567.0,1.0,1.0,25000.0
12434,Rajaji Nagar,2 BHK,1718.0,3.0,2.0,275000.0
12435,Banashankari Stage VI,3 BHK,1410.5,2.0,0.0,70385.0
12436,2nd Stage Nagarbhavi,3 BHK,600.0,5.0,1.0,135000.0
12437,Green Glen Layout,3 BHK,1715.0,3.0,2.0,105000.0
12438,Doddaballapur,4 BHK,3206.0,5.0,,270000.0
12439,Kundalahalli,4 BHK,1500.0,4.0,,235000.0
12440,Bannerghatta Road,3 BHK,1846.0,3.0,2.0,120000.0
12441,Coconut Garden,3 BHK,600.0,3.0,1.0,90000.0
12442,Whitefield,2 BHK,1015.0,2.0,3.0,56000.0
12443,Dollars Colony,4 BHK,4350.0,8.0,,2600000.0
12444,Thanisandra,2 BHK,1100.0,2.0,1.0,36000.0
12445,Thanisandra,3 BHK,1965.0,4.0,2.0,125000.0
12446,NGR Layout,2 BHK,1021.0,2.0,2.0,45900.0
12447,Haralur Road,2 BHK,1230.0,2.0,1.0,67650.0
12448,Uttarahalli,2 BHK,1260.0,2.0,2.0,55000.0
12449,Indira Nagar,4 BHK,2400.0,4.0,1.0,700000.0
12450,Lingadheeranahalli,3 BHK,1894.0,4.0,1.0,114000.0
12451,2nd Stage Nagarbhavi,6 BHK,1500.0,4.0,2.0,233000.0
12452,Jakkur,3 BHK,1950.0,3.0,2.0,131000.0
12453,Sector 2 HSR Layout,2 BHK,1231.0,2.0,3.0,66000.0
12454,Mahadevpura,2 BHK,1236.0,2.0,1.0,58000.0
12455,R.T. Nagar,4 BHK,1800.0,3.0,0.0,120000.0
12456,KAMAKIYA,3 BHK,1650.0,3.0,2.0,135000.0
12457,Kirloskar Layout,5 BHK,750.0,3.0,1.0,88000.0
12458,Begur,3 BHK,1443.0,2.0,2.0,70000.0
12459,Ramamurthy Nagar,4 BHK,886.0,4.0,2.0,120000.0
12460,Wheelers Road,2 BHK,925.0,2.0,1.0,68000.0
12461,Chandapura,3 BHK,1305.0,3.0,1.0,33280.0
12462,Alfa Garden Layout,2 BHK,1190.0,2.0,2.0,46410.0
12463,Uttarahalli,2 BHK,1284.0,2.0,2.0,53360.0
12464,MM Layout,4 BHK,350.0,3.0,1.0,45000.0
12465,Palace Guttahalli,3 BHK,875.0,3.0,1.0,115000.0
12466,Chikkalasandra,2 BHK,1325.0,2.0,1.0,59000.0
12467,Sector 6 HSR Layout,6 BHK,2400.0,5.0,2.0,750000.0
12468,Kudlu Gate,2 BHK,1183.0,2.0,1.0,79540.0
12469,Rajiv Gandhi Nagar,3 BHK,1750.0,3.0,2.0,100000.0
12470,Nagashetty Halli,4 BHK,16335.0,4.0,2.0,149000.0
12471,Doddagubbi,1 BHK,747.0,1.0,2.0,27000.0
12472,Electronic City,2 BHK,1342.0,2.0,1.0,90000.0
12473,Motappa Layout,2 BHK,1113.0,2.0,1.0,52000.0
12474,Devarabeesana Halli,3 BHK,1738.0,3.0,2.0,110000.0
12475,Brookefield,2 BHK,1206.0,2.0,,90000.0
12476,Hebbal,4 BHK,2790.0,4.0,3.0,198000.0
12477,Hebbal,2 BHK,1162.0,2.0,1.0,59000.0
12478,Parappana Agrahara,2 BHK,1194.0,2.0,2.0,46000.0
12479,Sarjapur  Road,3 BHK,1857.0,4.0,3.0,155000.0
12480,Kattigenahalli,6 BHK,3500.0,6.0,,115000.0
12481,Rajaji Nagar,2 BHK,1763.0,3.0,2.0,240000.0
12482,Uttarahalli,2 BHK,1150.0,2.0,1.0,45990.0
12483,Koramangala,4 BHK,2400.0,5.0,3.0,550000.0
12484,Chikkalasandra,2 BHK,1290.0,2.0,2.0,72000.0
12485,Thubarahalli,4 BHK,3408.0,5.0,,145000.0
12486,HBR Layout,2 BHK,900.0,2.0,1.0,145000.0
12487,Sanjay nagar,2 BHK,1150.0,2.0,0.0,70000.0
12488,Banashankari,3 BHK,1040.0,2.0,1.0,109000.0
12489,Yeshwanthpur,2 BHK,1160.0,2.0,2.0,64080.0
12490,Soundarya Layout,2 BHK,900.0,2.0,2.0,27000.0
12491,Sarjapur  Road,4 BHK,1750.0,3.0,1.0,185000.0
12492,Electronic City,3 BHK,1320.0,2.0,1.0,38120.0
12493,Lingadheeranahalli,4 BHK,2240.0,4.0,2.0,160000.0
12494,Electronics City Phase 1,2 BHK,891.0,2.0,1.0,26000.0
12495,Udaya Nagar,5 BHK,1000.0,4.0,3.0,80000.0
12496,Ambedkar Nagar,3 BHK,1852.0,3.0,2.0,125000.0
12497,Chandapura,3 BHK,1323.0,2.0,1.0,42000.0
12498,Vittasandra,2 BHK,1404.0,2.0,1.0,67500.0
12499,Dodda Nekkundi,2 BHK,1370.0,2.0,2.0,60000.0
12500,Uttarahalli,3 BHK,1385.0,2.0,2.0,48480.0
12501,Gollarapalya Hosahalli,2 BHK,1129.0,2.0,1.0,50000.0
12502,Mahalakshmi Layout,3 BHK,1876.0,3.0,1.0,150000.0
12503,Brooke Bond First Cross,3 BHK,1720.0,3.0,1.0,95000.0
12504,Jalahalli East,4 BHK,1200.0,4.0,1.0,80000.0
12505,Mysore Road,2 BHK,1175.0,2.0,2.0,86680.0
12506,Nagawara Junction,1 BHK,500.0,1.0,2.0,51000.0
12507,Dasappa Layout,5 BHK,1200.0,5.0,2.0,85000.0
12508,Electronic City Phase II,1 BHK,1200.0,1.0,0.0,295000.0
12509,Hosa Road,3 BHK,1893.0,3.0,2.0,130000.0
12510,Whitefield,3 BHK,1430.0,3.0,2.0,52000.0
12511,Green View Layout,2 BHK,850.0,2.0,2.0,45000.0
12512,CV Raman Nagar,2 BHK,1392.0,2.0,1.0,110000.0
12513,Kanakpura Road,3 BHK,1938.0,3.0,3.0,105000.0
12514,Chennammanakere Achukattu,2 BHK,1020.0,2.0,2.0,52000.0
12515,"beml layout, basaveshwara nagar",3 BHK,2400.0,2.0,1.0,360000.0
12516,HBR Layout,3 BHK,1832.0,3.0,2.0,160000.0
12517,Konanakunte,3 BHK,1423.0,2.0,2.0,85000.0
12518,Jakkur,2 BHK,1432.0,2.0,1.0,85000.0
12519,2nd Block Hrbr Layout,4 BHK,1350.0,4.0,3.0,235000.0
12520,BTM 2nd Stage,8 BHK,1500.0,6.0,0.0,270000.0
12521,CV Raman Nagar,3 BHK,1480.0,3.0,2.0,65000.0
12522,Kanakpura Road,3 BHK,1843.0,3.0,2.0,96200.0
12523,Lingarajapuram,3 BHK,760.0,4.0,2.0,95000.0
12524,Hulimavu,3 BHK,1916.0,2.0,1.0,150000.0
12525,Hennur,2 BHK,1255.0,2.0,1.0,55500.0
12526,Yelenahalli,2 BHK,1160.0,2.0,2.0,44080.0
12527,Old Madras Road,2 BHK,2640.0,2.0,1.0,170000.0
12528,Bommanahalli,2 BHK,1160.0,2.0,3.0,53000.0
12529,Lakshminarayana Pura,2 BHK,1200.0,2.0,1.0,80000.0
12530,7th Phase JP Nagar,2 BHK,1100.0,2.0,1.0,44000.0
12531,Ramagondanahalli,3 BHK,1500.0,3.0,3.0,100000.0
12532,Electronic City Phase II,3 BHK,1336.0,2.0,3.0,50350.0
12533,Choodasandra,2 BHK,1065.0,2.0,1.0,46000.0
12534,Hebbal,2 BHK,1294.0,2.0,1.0,115000.0
12535,Rachenahalli,3 BHK,1550.0,3.0,2.0,68500.0
12536,Whitefield,2 BHK,1216.0,2.0,1.0,75000.0
12537,Bank Of Baroda Colony,2 BHK,1005.0,2.0,2.0,40000.0
12538,7th Phase JP Nagar,3 BHK,1430.0,2.0,1.0,102000.0
12539,Frazer Town,4 BHK,4100.0,4.0,3.0,660000.0
12540,Hoodi,3 BHK,1660.0,3.0,2.0,125000.0
12541,Thanisandra,3 BHK,1430.0,2.0,3.0,56000.0
12542,Hennur Road,3 BHK,1470.0,2.0,1.0,75000.0
12543,Jalahalli,2 BHK,1045.0,2.0,1.0,76770.0
12544,Hebbal,4 BHK,4225.0,6.0,0.0,359000.0
12545,Anjanapura,2 BHK,950.0,2.0,0.0,30000.0
12546,Doddathoguru,3 BHK,1382.0,3.0,1.0,65000.0
12547,BTM 2nd Stage,2 BHK,930.0,2.0,2.0,46000.0
12548,Sarjapur  Road,3 BHK,1660.0,2.0,2.0,116000.0
12549,Vijinapura,2 BHK,1290.0,2.0,2.0,71950.0
12550,Whitefield,3 BHK,1010.0,2.0,1.0,45000.0
12551,Brookefield,4 BHK,3050.0,4.0,,130000.0
12552,Dodda Nekkundi,2 BHK,1200.0,2.0,2.0,71000.0
12553,3rd Block Hrbr Layout,3 BHK,1650.0,3.0,2.0,140000.0
12554,Budigere,3 BHK,1636.0,3.0,2.0,88000.0
12555,Rajaji Nagar,3 BHK,2367.0,3.0,2.0,320000.0
12556,Budigere,2 BHK,1153.0,2.0,2.0,56550.0
12557,Hegde Nagar,3 BHK,2087.01,4.0,2.0,160000.0
12558,LB Shastri Nagar,2 BHK,1200.0,2.0,1.0,47000.0
12559,HSR Layout,3 BHK,1844.0,3.0,1.0,89000.0
12560,Hosa Road,3 BHK,142.84,3.0,1.0,110000.0
12561,Begur Road,2 BHK,1215.0,2.0,1.0,43750.0
12562,Sarjapur  Road,2 BHK,1194.0,2.0,1.0,57000.0
12563,Chennappa Layout,2 BHK,1220.0,2.0,2.0,52000.0
12564,1st Block HBR Layout,4 BHK,3150.0,4.0,2.0,150000.0
12565,Kanakpura Road,1 BHK,525.0,1.0,1.0,26000.0
12566,Bommasandra,2 BHK,955.0,2.0,1.0,37970.0
12567,Kadugondanahalli,5 BHK,2000.0,5.0,,75000.0
12568,Magadi Road,2 BHK,884.0,2.0,1.0,48000.0
12569,Kathriguppe,2 BHK,1250.0,2.0,1.0,68750.0
12570,Bommasandra Industrial Area,2 BHK,7000.0,2.0,1.0,135000.0
12571,Dodda Nekkundi,3 BHK,2400.0,4.0,2.0,300000.0
12572,Harlur,4 BHK,2990.0,4.0,1.0,225000.0
12573,Bellandur,2 BHK,1195.0,2.0,1.0,52000.0
12574,Sadhguru Layout,1 BHK,2559.0,1.0,1.0,55000.0
12575,Begur,2 BHK,1200.0,2.0,1.0,33000.0
12576,Sarjapur  Road,2 BHK,984.0,2.0,1.0,45750.0
12577,Bommasandra,2 BHK,1089.0,2.0,1.0,40000.0
12578,Hennur Road,2 BHK,1165.0,2.0,1.0,52000.0
12579,Chandapura,1 BHK,410.0,1.0,1.0,10000.0
12580,Hennur,3 BHK,1482.0,3.0,1.0,110000.0
12581,Ramamurthy Nagar,2 BHK,1200.0,2.0,1.0,68000.0
12582,Kanakapura,3 BHK,1938.0,3.0,3.0,113000.0
12583,Hormavu,3 BHK,1166.0,2.0,2.0,34970.0
12584,Chikkalasandra,3 BHK,1275.0,2.0,2.0,55460.0
12585,Mico Layout,2 BHK,1140.0,2.0,2.0,43000.0
12586,Hegde Nagar,4 BHK,3734.0,5.0,1.0,430000.0
12587,Tejaswini Nagar,1 BHK,720.0,1.0,2.0,28000.0
12588,Nagarbhavi,3 BHK,1200.0,3.0,2.0,228000.0
12589,Richards Town,2 BHK,1100.0,2.0,1.0,90000.0
12590,Sector 7 HSR Layout,2 BHK,1162.0,2.0,2.0,98770.0
12591,Ramamurthy Nagar,1 BHK,540.0,1.0,0.0,35000.0
12592,Rachenahalli,3 BHK,1550.0,2.0,2.0,73500.0
12593,R.T. Nagar,3 BHK,1300.0,3.0,,145000.0
12594,Ullal Road,5 BHK,1200.0,5.0,1.0,130000.0
12595,Chikbasavanapura,2 BHK,1220.0,2.0,2.0,60000.0
12596,Doddathoguru,2 BHK,964.0,2.0,1.0,62000.0
12597,"Electronic City Phase 1, ",3 BHK,1500.0,3.0,2.0,50000.0
12598,Sarjapur  Road,3 BHK,1347.0,2.0,1.0,44000.0
12599,"JP Nagar 8th Phase, ",4 BHK,5000.0,5.0,,250000.0
12600,Bannerghatta Road,4 BHK,3000.0,4.0,2.0,140000.0
12601,Bannerghatta,2 BHK,1120.0,2.0,1.0,42500.0
12602,Lake City,1 BHK,600.0,1.0,1.0,22800.0
12603,Whitefield,3 BHK,2321.0,4.0,1.0,157000.0
12604,Bhagyalakshmi Avenue,1 BHK,540.0,1.0,2.0,24000.0
12605,Hebbal,2 BHK,1150.0,2.0,1.0,57000.0
12606,Sonnenahalli,3 BHK,1484.0,3.0,1.0,75000.0
12607,Ramagondanahalli,3 BHK,1680.0,2.0,,68000.0
12608,Byagadadhenahalli,2 BHK,620.0,2.0,1.0,23000.0
12609,Dodda Banaswadi,3 BHK,1650.0,3.0,2.0,78000.0
12610,Chuchangatta Colony,3 BHK,1250.0,3.0,2.0,44000.0
12611,Hanuman Nagar,3 BHK,2072.0,3.0,2.0,108000.0
12612,Sarjapur  Road,2 BHK,1105.0,2.0,2.0,40000.0
12613,Vidyaranyapura,2 BHK,1200.0,2.0,2.0,60500.0
12614,Kumaraswami Layout,7 BHK,3100.0,7.0,3.0,145000.0
12615,Whitefield,4 BHK,4007.0,4.0,3.0,530000.0
12616,Electronic City,2 BHK,550.0,2.0,1.0,16000.0
12617,Banashankari,3 BHK,1340.0,2.0,2.0,53600.0
12618,Rajaji Nagar,3 BHK,2409.0,3.0,3.0,395000.0
12619,Haralur Road,2 BHK,1194.0,2.0,2.0,46000.0
12620,Vittasandra,2 BHK,1246.0,2.0,1.0,65000.0
12621,Old Airport Road,2 BHK,1055.0,2.0,3.0,75000.0
12622,Hosa Road,3 BHK,1541.0,3.0,1.0,69610.0
12623,Harlur,2 BHK,1370.0,2.0,2.0,88000.0
12624,Whitefield,2 BHK,1224.0,2.0,2.0,75000.0
12625,Kengeri Satellite Town,4 BHK,650.0,2.0,1.0,58000.0
12626,Kambipura,2 BHK,883.0,2.0,1.0,39000.0
12627,Yeshwanthpur,3 BHK,1676.0,3.0,,92130.0
12628,Shree Ananth Nagar Layout,2 BHK,1154.0,2.0,1.0,57000.0
12629,Kanakpura Road,3 BHK,1610.0,3.0,3.0,78500.0
12630,Devasthanagalu,2 BHK,1057.0,2.0,1.0,42000.0
12631,Raja Rajeshwari Nagar,2 BHK,1157.0,2.0,1.0,65000.0
12632,Doddagubbi,4 BHK,1200.0,4.0,1.0,85000.0
12633,Dasappa Layout,7 BHK,1500.0,7.0,3.0,130000.0
12634,Gulimangala,2 BHK,980.0,2.0,3.0,35000.0
12635,Sarjapur  Road,2 BHK,1140.0,2.0,1.0,40000.0
12636,Raja Rajeshwari Nagar,2 BHK,1206.0,2.0,1.0,40700.0
12637,Electronic City Phase II,1 BHK,575.0,1.0,1.0,16750.0
12638,Koramangala,3 BHK,1600.0,3.0,1.0,170000.0
12639,1st Stage Indira Nagar,4 BHK,2400.0,4.0,1.0,500000.0
12640,Horamavu Agara,3 BHK,1300.0,2.0,2.0,52000.0
12641,Tunganagara,3 BHK,1270.0,2.0,1.0,35560.0
12642,Electronic City,2 BHK,1128.0,2.0,1.0,63500.0
12643,Electronics City Phase 1,1 BHK,640.0,1.0,1.0,45000.0
12644,4th T block Jayanagar,3 BHK,2400.0,3.0,2.0,185000.0
12645,TC Palaya,3 BHK,1200.0,2.0,0.0,66000.0
12646,Kanakapura,2 BHK,1090.0,2.0,2.0,38150.0
12647,Electronic City,1 BHK,589.0,1.0,1.0,29000.0
12648,Electronic City,2 BHK,1125.0,2.0,1.0,28130.0
12649,Kogilu,2 BHK,1140.0,2.0,2.0,50660.0
12650,Sarjapur  Road,4 BHK,3150.0,4.0,2.0,500000.0
12651,Kundalahalli,2 BHK,1315.0,2.0,3.0,74000.0
12652,Billamaranahalli,2 BHK,300.0,2.0,2.0,150000.0
12653,Bellandur,3 BHK,1435.0,2.0,2.0,115000.0
12654,Haralur Road,2 BHK,1092.0,2.0,2.0,44000.0
12655,Kadugodi,2 BHK,1314.0,2.0,3.0,80000.0
12656,Koramangala,2 BHK,1260.0,2.0,1.0,100000.0
12657,Srirampura,7 BHK,1875.0,5.0,1.0,192000.0
12658,Nagarbhavi,2 BHK,1080.0,2.0,1.0,49000.0
12659,Nagasandra,8 BHK,4000.0,8.0,3.0,160000.0
12660,Mysore Road,3 BHK,1082.0,2.0,1.0,45000.0
12661,Jakkur,3 BHK,1150.0,3.0,2.0,65000.0
12662,Hennur Road,2 BHK,1052.0,2.0,1.0,34720.0
12663,Yelahanka,2 BHK,1045.0,2.0,1.0,45000.0
12664,Kodigehaali,3 BHK,1442.0,3.0,2.0,80000.0
12665,Kaggadasapura,3 BHK,1500.0,2.0,2.0,75000.0
12666,Marsur,2 BHK,497.0,1.0,1.0,20000.0
12667,Hennur,2 BHK,1255.0,2.0,1.0,53570.0
12668,Vajarahalli,3 BHK,1432.0,3.0,2.0,79000.0
12669,Kundalahalli,3 BHK,2100.0,3.0,2.0,150000.0
12670,Hennur Road,2 BHK,1450.0,2.0,2.0,80000.0
12671,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,69610.0
12672,Kumaraswami Layout,2 BHK,1200.0,2.0,2.0,29000.0
12673,Electronic City Phase II,3 BHK,925.0,2.0,1.0,49820.0
12674,Dasarahalli,2 BHK,1160.0,2.0,2.0,49000.0
12675,Lingadheeranahalli,3 BHK,1768.0,3.0,3.0,81310.0
12676,Kothanur,2 BHK,1094.0,2.0,2.0,54000.0
12677,Seetharampalya,3 BHK,1500.0,3.0,3.0,90000.0
12678,Gubbalala,3 BHK,1745.0,3.0,2.0,130000.0
12679,Bommanahalli,7 BHK,2875.0,7.0,,85000.0
12680,Byadarahalli,4 BHK,3500.0,3.0,3.0,425000.0
12681,Sonnenahalli,3 BHK,1550.0,3.0,1.0,50000.0
12682,Rajiv Nagar,4 BHK,2340.0,5.0,1.0,160000.0
12683,Whitefield,3 BHK,1655.0,3.0,2.0,113000.0
